species,phyloname.x,Order.x,Family.x,Bodymass,Age_at_first_breeding,Max_longevity,Name_update.helps.later.,Traded,Cites_name,Listing,Trade_since_2000,Trade_since_2015
Parus niger,Parus niger,PASSERIFORMES,Paridae,19.09636765,1.144208007,8,Melaniparus niger,0,Parus niger,Not Listed,0,0
Phacellodomus rufifrons,Phacellodomus rufifrons,PASSERIFORMES,Furnariidae,24.47819312,1.144208007,9.97001009,Phacellodomus rufifrons,0,Phacellodomus rufifrons,Not Listed,0,0
Campylopterus cuvierii,Phaeochroa cuvierii,CAPRIMULGIFORMES,Trochilidae,5.955676479,1.326323413,10.94572817,Campylopterus cuvierii,0,Campylopterus cuvierii,Listed,1,1
Phaeomyias murina,Phaeomyias murina,PASSERIFORMES,Tyrannidae,8.681391373,1.144208007,9.97001009,Phaeomyias murina,0,Phaeomyias murina,Not Listed,0,0
Phylloscopus bonelli,Phylloscopus bonelli,PASSERIFORMES,Phylloscopidae,8.929508936,1,7.702916667,Phylloscopus bonelli,0,Phylloscopus bonelli,Not Listed,0,0
Phylloscopus cantator,Phylloscopus cantator,PASSERIFORMES,Phylloscopidae,10.17085002,1,7.702916667,Phylloscopus cantator,0,Phylloscopus cantator,Not Listed,0,0
Piranga flava,Piranga flava,PASSERIFORMES,Cardinalidae,30.87356819,0.999863089,8.646666667,Piranga flava,1,Piranga flava,Not Listed,0,0
Poospiza nigrorufa,Poospiza nigrorufa,PASSERIFORMES,Thraupidae,16.20421006,1.144208007,9.97001009,Poospiza nigrorufa,0,Poospiza nigrorufa,Not Listed,0,0
Porphyrio martinicus,Porphyrio martinica,GRUIFORMES,Rallidae,168.7608188,0.996838262,7.333333333,Porphyrio martinicus,1,Porphyrio martinicus,Not Listed,0,0
Pytilia phoenicoptera,Pytilia phoenicoptera,PASSERIFORMES,Estrildidae,14.82429504,1.144208007,9.97001009,Pytilia phoenicoptera,1,Pytilia phoenicoptera,Not Listed,1,0
Synallaxis albilora,Synallaxis albilora,PASSERIFORMES,Furnariidae,13.10367821,1.144208007,9.97001009,Synallaxis albilora,0,Synallaxis albilora,Not Listed,0,0
Tolmomyias flaviventris,Tolmomyias flaviventris,PASSERIFORMES,Tyrannidae,14.13408368,1.144208007,9.97001009,Tolmomyias flaviventris,0,Tolmomyias flaviventris,Not Listed,0,0
Vidua interjecta,Vidua interjecta,PASSERIFORMES,Viduidae,19.44303633,1.144208007,9.97001009,Vidua interjecta,1,Vidua interjecta,Not Listed,1,0
Acridotheres grandis,Acridotheres grandis,PASSERIFORMES,Sturnidae,103.8923895,1,9.788888889,Acridotheres grandis,1,Acridotheres grandis,Not Listed,0,0
Acrocephalus caffer,Acrocephalus caffer,PASSERIFORMES,Acrocephalidae,27.94323751,0.999735487,10.24209091,Acrocephalus caffer,0,Acrocephalus caffer,Not Listed,0,0
Aegithalos concinnus,Aegithalos concinnus,PASSERIFORMES,Aegithalidae,7.201546593,1,10.8,Aegithalos concinnus,1,Aegithalos concinnus,Not Listed,0,0
Aegithalos iouschistos,Aegithalos iouschistos,PASSERIFORMES,Aegithalidae,5.892565992,1,10.8,Aegithalos iouschistos,0,Aegithalos iouschistos,Not Listed,0,0
Aethopyga christinae,Aethopyga christinae,PASSERIFORMES,Nectariniidae,5.992503934,1.144208007,4,Aethopyga christinae,1,Aethopyga christinae,Not Listed,0,0
Aethopyga mystacalis,Aethopyga mystacalis,PASSERIFORMES,Nectariniidae,5.992503934,1.144208007,4,Aethopyga mystacalis,0,Aethopyga mystacalis,Not Listed,0,0
Aethopyga siparaja,Aethopyga siparaja,PASSERIFORMES,Nectariniidae,7.411379318,1.144208007,4,Aethopyga siparaja,1,Aethopyga siparaja,Not Listed,0,0
Alophoixus bres,Alophoixus bres,PASSERIFORMES,Pycnonotidae,36.64397491,1.144208007,5.458333334,Alophoixus bres,1,Alophoixus bres,Not Listed,0,0
Alophoixus pallidus,Alophoixus pallidus,PASSERIFORMES,Pycnonotidae,38.20061665,1.144208007,6.166666667,Alophoixus pallidus,1,Alophoixus pallidus,Not Listed,0,0
Anaplectes rubriceps,Anaplectes rubriceps,PASSERIFORMES,Ploceidae,42.77048084,1.144208007,9.97001009,Anaplectes rubriceps,1,Anaplectes rubriceps,Not Listed,1,0
Anisognathus igniventris,Anisognathus igniventris,PASSERIFORMES,Thraupidae,36.19657591,1.144208007,9.97001009,Anisognathus igniventris,1,Anisognathus igniventris,Not Listed,0,0
Arremon taciturnus,Arremon taciturnus,PASSERIFORMES,Passerellidae,29.95925962,1.144208007,9.97001009,Arremon taciturnus,1,Arremon taciturnus,Not Listed,0,0
Arremon torquatus,Arremon torquatus,PASSERIFORMES,Passerellidae,37.58666143,1.144208007,9.97001009,Arremon torquatus,0,Arremon torquatus,Not Listed,0,0
Asthenes dorbignyi,Asthenes dorbignyi,PASSERIFORMES,Furnariidae,17.83197775,1.144208007,9.97001009,Asthenes dorbignyi,0,Asthenes dorbignyi,Not Listed,0,0
Atlapetes albofrenatus,Atlapetes albofrenatus,PASSERIFORMES,Passerellidae,36.4681006,1.144208007,9.97001009,Atlapetes albofrenatus,0,Atlapetes albofrenatus,Not Listed,0,0
Atlapetes latinuchus,Atlapetes latinuchus,PASSERIFORMES,Passerellidae,31.99434695,1.144208007,9.97001009,Atlapetes latinuchus,0,Atlapetes latinuchus,Not Listed,0,0
Atlapetes tricolor,Atlapetes tricolor,PASSERIFORMES,Passerellidae,27.37280654,1.144208007,9.97001009,Atlapetes tricolor,0,Atlapetes tricolor,Not Listed,0,0
Batis capensis,Batis capensis,PASSERIFORMES,Platysteiridae,12.58797923,2,10.8,Batis capensis,0,Batis capensis,Not Listed,0,0
Bleda notatus,Bleda notatus,PASSERIFORMES,Pycnonotidae,44.16933977,1.144208007,9.97001009,Bleda notatus,0,Bleda notatus,Not Listed,0,0
Brachypteryx montana,Brachypteryx montana,PASSERIFORMES,Muscicapidae,50.68949735,1.144208007,9.97001009,Brachypteryx montana,1,Brachypteryx montana,Not Listed,0,0
Bradypterus baboecala,Bradypterus baboecala,PASSERIFORMES,Locustellidae,18.67320208,1.144208007,6.8,Bradypterus baboecala,0,Bradypterus baboecala,Not Listed,0,0
Cacicus cela,Cacicus cela,PASSERIFORMES,Icteridae,109.3286537,1.144208007,9.97001009,Cacicus cela,1,Cacicus cela,Not Listed,0,0
Cacicus uropygialis,Cacicus uropygialis,PASSERIFORMES,Icteridae,109.3286537,1.144208007,9.97001009,Cacicus uropygialis,1,Cacicus uropygialis,Not Listed,0,0
Calamanthus campestris,Calamanthus campestris,PASSERIFORMES,Acanthizidae,19.15492147,1.144208007,7.345036685,Calamanthus campestris,0,Calamanthus campestris,Not Listed,0,0
Camaroptera brachyura,Camaroptera brachyura,PASSERIFORMES,Cisticolidae,10.09121233,1.144208007,10,Camaroptera brachyura,0,Camaroptera brachyura,Not Listed,0,0
Campylorhynchus rufinucha,Campylorhynchus rufinucha,PASSERIFORMES,Troglodytidae,34.86782415,1.5,6.33,Campylorhynchus rufinucha,0,Campylorhynchus rufinucha,Not Listed,0,0
Carpodacus rodopeplus,Carpodacus rodopeplus,PASSERIFORMES,Fringillidae,23.3861408,1,8.92,Carpodacus rodopeplus,1,Carpodacus rodopeplus,Not Listed,0,0
Catharus ustulatus,Catharus ustulatus,PASSERIFORMES,Turdidae,39.37160937,1,11,Catharus ustulatus,1,Catharus ustulatus,Not Listed,0,0
Certhidea olivacea,Certhidea olivacea,PASSERIFORMES,Thraupidae,22.83392878,1.144208007,9.97001009,Certhidea olivacea,0,Certhidea olivacea,Not Listed,0,0
Chloropsis cochinchinensis,Chloropsis cochinchinensis,PASSERIFORMES,Chloropseidae,29.44867051,1.144208007,9.97001009,Chloropsis cochinchinensis,1,Chloropsis cochinchinensis,Not Listed,0,0
Chlorospingus flavigularis,Chlorospingus flavigularis,PASSERIFORMES,Passerellidae,23.6074182,1.144208007,9.97001009,Chlorospingus flavigularis,0,Chlorospingus flavigularis,Not Listed,0,0
Cichlopsis leucogenys,Cichlopsis leucogenys,PASSERIFORMES,Turdidae,60.68070902,1.144208007,9.97001009,Cichlopsis leucogenys,0,Cichlopsis leucogenys,Not Listed,0,0
Cinclodes antarcticus,Cinclodes antarcticus,PASSERIFORMES,Furnariidae,30.27445779,1.144208007,9.97001009,Cinclodes antarcticus,0,Cinclodes antarcticus,Not Listed,0,0
Cinclosoma castaneothorax,Cinclosoma castaneothorax,PASSERIFORMES,Cinclosomatidae,73.5878007,1.144208007,6.4,Cinclosoma castaneothorax,0,Cinclosoma castaneothorax,Not Listed,0,0
Cinclosoma cinnamomeum,Cinclosoma cinnamomeum,PASSERIFORMES,Cinclosomatidae,79.52447908,1.144208007,6.4,Cinclosoma cinnamomeum,1,Cinclosoma cinnamomeum,Not Listed,0,0
Cisticola galactotes,Cisticola galactotes,PASSERIFORMES,Cisticolidae,15.80065225,1,8.5,Cisticola galactotes,0,Cisticola galactotes,Not Listed,0,0
Cistothorus platensis,Cistothorus platensis,PASSERIFORMES,Troglodytidae,13.57587579,1,9.97001009,Cistothorus platensis,0,Cistothorus platensis,Not Listed,0,0
Cnemophilus macgregorii,Cnemophilus macgregorii,PASSERIFORMES,Cnemophilidae,74.75368746,1.144208007,9.97001009,Cnemophilus macgregorii,0,Cnemophilus macgregorii,Listed,1,1
Conirostrum cinereum,Conirostrum cinereum,PASSERIFORMES,Thraupidae,11.40859625,1.144208007,9.97001009,Conirostrum cinereum,0,Conirostrum cinereum,Not Listed,0,0
Contopus cinereus,Contopus cinereus,PASSERIFORMES,Tyrannidae,15.30030688,1,8.586666667,Contopus cinereus,0,Contopus cinereus,Not Listed,0,0
Copsychus albospecularis,Copsychus albospecularis,PASSERIFORMES,Muscicapidae,41.94629674,1.144208007,8,Copsychus albospecularis,0,Copsychus albospecularis,Not Listed,0,0
Copsychus saularis,Copsychus saularis,PASSERIFORMES,Muscicapidae,29.05303514,1.144208007,8,Copsychus saularis,1,Copsychus saularis,Not Listed,0,0
Coracina caledonica,Coracina caledonica,PASSERIFORMES,Campephagidae,83.99050371,1.144208007,9,Coracina caledonica,0,Coracina caledonica,Not Listed,0,0
Corvus orru,Corvus orru,PASSERIFORMES,Corvidae,504.0003681,2.124452355,18.12724271,Corvus orru,0,Corvus orru,Not Listed,0,0
Hierococcyx fugax,Cuculus fugax,CUCULIFORMES,Cuculidae,79.7,1.124760405,7.87125,Hierococcyx fugax,0,Hierococcyx fugax,Not Listed,0,0
Cyanolanius madagascarinus,Cyanolanius madagascarinus,PASSERIFORMES,Vangidae,48.15231058,1.144208007,9.97001009,Cyanolanius madagascarinus,0,Cyanolanius madagascarinus,Not Listed,0,0
Cyanolyca armillata,Cyanolyca armillata,PASSERIFORMES,Corvidae,109.4352629,1.144208007,9.97001009,Cyanolyca armillata,0,Cyanolyca armillata,Not Listed,0,0
Cyanopica cyanus,Cyanopica cyanus,PASSERIFORMES,Corvidae,129.45897,1,9.97001009,Cyanopica cyanus,1,Cyanopica cyanus,Not Listed,0,0
Cyanoptila cyanomelana,Cyanoptila cyanomelana,PASSERIFORMES,Muscicapidae,24.87287224,1.144208007,9.97001009,Cyanoptila cyanomelana,1,Cyanoptila cyanomelana,Not Listed,0,0
Cyornis rubeculoides,Cyornis rubeculoides,PASSERIFORMES,Muscicapidae,20.96501002,1.144208007,5.244444444,Cyornis rubeculoides,1,Cyornis rubeculoides,Not Listed,0,0
Cyphorhinus thoracicus,Cyphorhinus thoracicus,PASSERIFORMES,Troglodytidae,18.51104454,1.144208007,9.97001009,Cyphorhinus thoracicus,0,Cyphorhinus thoracicus,Not Listed,0,0
Daphoenositta chrysoptera,Daphoenositta chrysoptera,PASSERIFORMES,Neosittidae,21.13650558,1.144208007,7,Daphoenositta chrysoptera,0,Daphoenositta chrysoptera,Not Listed,0,0
Deconychura longicauda,Deconychura longicauda,PASSERIFORMES,Furnariidae,19.87423572,1.144208007,9.97001009,Deconychura longicauda,0,Deconychura longicauda,Not Listed,0,0
Dryobates cathpharius,Dendrocopos cathpharius,PICIFORMES,Picidae,30.74,0.999452355,8.675,Dryobates cathpharius,0,Dryobates cathpharius,Not Listed,0,0
Dicaeum erythrothorax,Dicaeum erythrothorax,PASSERIFORMES,Dicaeidae,9.851608275,1.144208007,6.725,Dicaeum erythrothorax,0,Dicaeum erythrothorax,Not Listed,0,0
Dicaeum hirundinaceum,Dicaeum hirundinaceum,PASSERIFORMES,Dicaeidae,7.828439499,1.144208007,9.7,Dicaeum hirundinaceum,1,Dicaeum hirundinaceum,Not Listed,0,0
Drymodes superciliaris,Drymodes superciliaris,PASSERIFORMES,Petroicidae,33.53400402,1.144208007,6,Drymodes superciliaris,0,Drymodes superciliaris,Not Listed,0,0
Drymophila caudata,Drymophila caudata,PASSERIFORMES,Thamnophilidae,11.29409687,1.144208007,9.97001009,Drymophila caudata,0,Drymophila caudata,Not Listed,0,0
Dubusia taeniata,Dubusia taeniata,PASSERIFORMES,Thraupidae,39.17524442,1.144208007,9.97001009,Dubusia taeniata,0,Dubusia taeniata,Not Listed,0,0
Elaenia chiriquensis,Elaenia chiriquensis,PASSERIFORMES,Tyrannidae,18.57619025,1.144208007,13.58333333,Elaenia chiriquensis,0,Elaenia chiriquensis,Not Listed,0,0
Elaenia fallax,Elaenia fallax,PASSERIFORMES,Tyrannidae,18.86984961,1.144208007,13.58333333,Elaenia fallax,0,Elaenia fallax,Not Listed,0,0
Elaenia obscura,Elaenia obscura,PASSERIFORMES,Tyrannidae,27.93433409,1.144208007,13.58333333,Elaenia obscura,0,Elaenia obscura,Not Listed,0,0
Emberiza striolata,Emberiza striolata,PASSERIFORMES,Emberizidae,21.32279744,1,8.544983333,Emberiza striolata,0,Emberiza striolata,Not Listed,0,0
Emberiza tahapisi,Emberiza tahapisi,PASSERIFORMES,Emberizidae,21.32279744,1,8.544983333,Emberiza tahapisi,1,Emberiza tahapisi,Not Listed,0,0
Eumyias indigo,Eumyias indigo,PASSERIFORMES,Muscicapidae,20.99373002,1.144208007,9.97001009,Eumyias indigo,1,Eumyias indigo,Not Listed,0,0
Falcunculus frontatus,Falcunculus frontatus,PASSERIFORMES,Falcunculidae,49.53735998,1.144208007,13.7924425,Falcunculus frontatus,0,Falcunculus frontatus,Not Listed,0,0
Ficedula narcissina,Ficedula narcissina,PASSERIFORMES,Muscicapidae,13.05144571,1.125,10.90555556,Ficedula narcissina,1,Ficedula narcissina,Not Listed,0,0
Foudia eminentissima,Foudia eminentissima,PASSERIFORMES,Ploceidae,17.86579566,1.144208007,9.97001009,Foudia eminentissima,1,Foudia eminentissima,Not Listed,0,0
Foulehaio carunculatus,Foulehaio carunculatus,PASSERIFORMES,Meliphagidae,72.89624649,1.144208007,9.97001009,Foulehaio carunculatus,0,Foulehaio carunculatus,Not Listed,0,0
Geothlypis aequinoctialis,Geothlypis aequinoctialis,PASSERIFORMES,Parulidae,13.9353187,1,9.314166668,Geothlypis aequinoctialis,0,Geothlypis aequinoctialis,Not Listed,0,0
Geothlypis semiflava,Geothlypis semiflava,PASSERIFORMES,Parulidae,13.16172118,1,9.314166668,Geothlypis semiflava,0,Geothlypis semiflava,Not Listed,0,0
Gerygone flavolateralis,Gerygone flavolateralis,PASSERIFORMES,Acanthizidae,7.379812164,1.144208007,11.93053122,Gerygone flavolateralis,0,Gerygone flavolateralis,Not Listed,0,0
Gracula religiosa,Gracula religiosa,PASSERIFORMES,Sturnidae,177.4647883,1.144208007,9.97001009,Gracula religiosa,1,Gracula religiosa,Listed,1,1
Grallaria rufula,Grallaria rufula,PASSERIFORMES,Grallariidae,68.58967411,1.144208007,5,Grallaria rufula,0,Grallaria rufula,Not Listed,0,0
Gymnopithys leucaspis,Gymnopithys leucaspis,PASSERIFORMES,Thamnophilidae,29.09971656,1.144208007,11.5,Gymnopithys leucaspis,0,Gymnopithys leucaspis,Not Listed,0,0
Heinrichia calligyna,Heinrichia calligyna,PASSERIFORMES,Muscicapidae,65.04715747,1.144208007,9.97001009,Heinrichia calligyna,0,Heinrichia calligyna,Not Listed,0,0
Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus,PASSERIFORMES,Thamnophilidae,12.34813069,1.144208007,9.97001009,Herpsilochmus rufimarginatus,0,Herpsilochmus rufimarginatus,Not Listed,0,0
Hirundinea ferruginea,Hirundinea ferruginea,PASSERIFORMES,Tyrannidae,12.13217046,1.144208007,9.97001009,Hirundinea ferruginea,0,Hirundinea ferruginea,Not Listed,0,0
Hirundo tahitica,Hirundo tahitica,PASSERIFORMES,Hirundinidae,15.25316131,1,9.403333333,Hirundo tahitica,0,Hirundo tahitica,Not Listed,0,0
Hylophilus flavipes,Hylophilus flavipes,PASSERIFORMES,Vireonidae,10.42327144,1.144208007,9.97001009,Hylophilus flavipes,0,Hylophilus flavipes,Not Listed,0,0
Hypsipetes leucocephalus,Hypsipetes leucocephalus,PASSERIFORMES,Pycnonotidae,59.81434477,1.144208007,9.97001009,Hypsipetes leucocephalus,1,Hypsipetes leucocephalus,Not Listed,0,0
Icterus cayanensis,Icterus cayanensis,PASSERIFORMES,Icteridae,33.47707991,1.299904162,9.900833334,Icterus cayanensis,1,Icterus cayanensis,Not Listed,0,0
Lagonosticta larvata,Lagonosticta larvata,PASSERIFORMES,Estrildidae,10.95588741,1,5.833333333,Lagonosticta larvata,1,Lagonosticta larvata,Not Listed,1,0
Lamprolia victoriae,Lamprolia victoriae,PASSERIFORMES,Rhipiduridae,72.13188742,1.144208007,9.97001009,Lamprolia victoriae,0,Lamprolia victoriae,Not Listed,0,0
Lamprotornis mevesii,Lamprotornis mevesii,PASSERIFORMES,Sturnidae,69.20470289,1.144208007,17.2,Lamprotornis mevesii,1,Lamprotornis mevesii,Not Listed,0,0
Lanius excubitor,Lanius excubitor,PASSERIFORMES,Laniidae,64.42651286,0.95628149,8.17,Lanius excubitor,1,Lanius excubitor,Not Listed,0,0
Lanius isabellinus,Lanius isabellinus,PASSERIFORMES,Laniidae,32.75823221,0.997354874,7.775,Lanius isabellinus,0,Lanius isabellinus,Not Listed,0,0
Leptasthenura aegithaloides,Leptasthenura aegithaloides,PASSERIFORMES,Furnariidae,11.4966908,1.144208007,9.97001009,Leptasthenura aegithaloides,0,Leptasthenura aegithaloides,Not Listed,0,0
Loxops coccineus,Loxops coccineus,PASSERIFORMES,Fringillidae,16.43560546,0.999452355,10,Loxops coccineus,0,Loxops coccineus,Not Listed,0,0
Machaeropterus regulus,Machaeropterus regulus,PASSERIFORMES,Pipridae,10.36499595,1.144208007,9.97001009,Machaeropterus regulus,0,Machaeropterus regulus,Not Listed,0,0
Psilopogon australis,Megalaima australis,PICIFORMES,Megalaimidae,33.3,1.027768346,10.35395614,Psilopogon australis,1,Psilopogon australis,Not Listed,0,0
Megalurulus whitneyi,Megalurulus whitneyi,PASSERIFORMES,Locustellidae,33.61533782,1.144208007,9.97001009,Megalurulus whitneyi,0,Megalurulus whitneyi,Not Listed,0,0
Melithreptus gularis,Melithreptus gularis,PASSERIFORMES,Meliphagidae,16.19150452,1.144208007,10,Melithreptus gularis,1,Melithreptus gularis,Not Listed,0,0
Melithreptus lunatus,Melithreptus lunatus,PASSERIFORMES,Meliphagidae,16.6874815,1.144208007,12.3,Melithreptus lunatus,1,Melithreptus lunatus,Not Listed,0,0
Melozone leucotis,Melozone leucotis,PASSERIFORMES,Passerellidae,34.72407975,0.999452355,11.4,Melozone leucotis,0,Melozone leucotis,Not Listed,0,0
Microeca flavigaster,Microeca flavigaster,PASSERIFORMES,Petroicidae,19.30762333,1.144208007,13.6,Microeca flavigaster,0,Microeca flavigaster,Not Listed,0,0
Montifringilla nivalis,Montifringilla nivalis,PASSERIFORMES,Passeridae,45.73571455,1,9.97001009,Montifringilla nivalis,1,Montifringilla nivalis,Not Listed,0,0
Myiagra azureocapilla,Myiagra azureocapilla,PASSERIFORMES,Monarchidae,13.15379212,1.144208007,7.171806629,Myiagra azureocapilla,0,Myiagra azureocapilla,Not Listed,0,0
Myiagra inquieta,Myiagra inquieta,PASSERIFORMES,Monarchidae,26.75172534,1.144208007,4.928806134,Myiagra inquieta,0,Myiagra inquieta,Not Listed,0,0
Myioborus ornatus,Myioborus ornatus,PASSERIFORMES,Parulidae,11.93192999,1,6.6,Myioborus ornatus,0,Myioborus ornatus,Not Listed,0,0
Myiodynastes maculatus,Myiodynastes maculatus,PASSERIFORMES,Tyrannidae,42.82084368,1,9.97001009,Myiodynastes maculatus,1,Myiodynastes maculatus,Not Listed,0,0
Myiophobus fasciatus,Myiophobus fasciatus,PASSERIFORMES,Tyrannidae,10.45656051,1.144208007,9.97001009,Myiophobus fasciatus,0,Myiophobus fasciatus,Not Listed,0,0
Myiotriccus ornatus,Myiotriccus ornatus,PASSERIFORMES,Tyrannidae,12.32790296,1.144208007,9.97001009,Myiotriccus ornatus,0,Myiotriccus ornatus,Not Listed,0,0
Myzomela cruentata,Myzomela cruentata,PASSERIFORMES,Meliphagidae,12.08806161,1.144208007,9.850228312,Myzomela cruentata,0,Myzomela cruentata,Not Listed,0,0
Myzomela obscura,Myzomela obscura,PASSERIFORMES,Meliphagidae,11.03814758,1.144208007,12.01643836,Myzomela obscura,1,Myzomela obscura,Not Listed,0,0
Accipiter hiogaster,Accipiter novaehollandiae,ACCIPITRIFORMES,Accipitridae,326.06,1.888361933,11.06243154,Accipiter hiogaster,1,Accipiter hiogaster,Not Listed,0,0
Accipiter sylvestris,Accipiter novaehollandiae,ACCIPITRIFORMES,Accipitridae,326.06,1.888361933,15.19033819,Accipiter sylvestris,1,Accipiter sylvestris,Not Listed,0,0
Actenoides capucinus,Actenoides monachus,CORACIIFORMES,Alcedinidae,106,1.15,20,Actenoides capucinus,0,Actenoides capucinus,Not Listed,0,0
Actenoides excelsus,Actenoides bougainvillei,CORACIIFORMES,Alcedinidae,188,1.15,20,Actenoides excelsus,0,Actenoides excelsus,Not Listed,0,0
Actenoides regalis,Actenoides princeps,CORACIIFORMES,Alcedinidae,105,1.15,20,Actenoides regalis,1,Actenoides regalis,Not Listed,0,0
Aegotheles affinis,Aegotheles bennettii,CAPRIMULGIFORMES,Aegothelidae,60,1.326323413,10.94572817,Aegotheles affinis,0,Aegotheles affinis,Not Listed,0,0
Alcedo peninsulae,Alcedo euryzona,CORACIIFORMES,Alcedinidae,43.08,1,21,Alcedo peninsulae,0,Alcedo peninsulae,Not Listed,0,0
Alethe castanea,Alethe diademata,PASSERIFORMES,Muscicapidae,31.54,1.144208007,9.97001009,Alethe castanea,0,Alethe castanea,Not Listed,0,0
Alopecoenas johannae,Gallicolumba beccarii,COLUMBIFORMES,Columbidae,78.73,1.101968021,14.63993276,Alopecoenas johannae,1,Alopecoenas johannae,Not Listed,0,0
Amazilia bartletti,Amazilia lactea,CAPRIMULGIFORMES,Trochilidae,4.6,1,8.083333334,Amazilia bartletti,1,Amazilia bartletti,Not Listed,0,0
Amazilia cupreicauda,Amazilia viridigaster,CAPRIMULGIFORMES,Trochilidae,3.74,1,8.083333334,Amazilia cupreicauda,0,Amazilia cupreicauda,Listed,0,0
Amazilia wagneri,Amazilia viridifrons,CAPRIMULGIFORMES,Trochilidae,6.3,1,8.083333334,Amazilia wagneri,0,Amazilia wagneri,Not Listed,0,0
Amazona bodini,Amazona festiva,PSITTACIFORMES,Psittacidae,430,5,37.09166667,Amazona bodini,1,Amazona bodini,Not Listed,0,0
Amazona diadema,Amazona autumnalis,PSITTACIFORMES,Psittacidae,416,5,27,Amazona diadema,1,Amazona diadema,Not Listed,0,0
Amazona guatemalae,Amazona farinosa,PSITTACIFORMES,Psittacidae,625.99,5,37.09166667,Amazona guatemalae,1,Amazona guatemalae,Not Listed,0,0
Amazona lilacina,Amazona autumnalis,PSITTACIFORMES,Psittacidae,416,5,37.09166667,Amazona lilacina,1,Amazona lilacina,Not Listed,0,0
Anas albogularis,Anas gibberifrons,ANSERIFORMES,Anatidae,488.11,1.019646769,21.89227273,Anas albogularis,1,Anas albogularis,Not Listed,0,0
Anas zonorhyncha,Anas poecilorhyncha,ANSERIFORMES,Anatidae,999.96,1.019646769,21.89227273,Anas zonorhyncha,0,Anas zonorhyncha,Not Listed,0,0
